case,city,birth_date,birth_time,pID,promissor,asp,sID,significator,astro_arc,horosa_arc,arc_abs_err,astro_dirJD,horosa_dirJD,date_abs_err_days,astro_date,horosa_date,prom_key,sig_key
case_0001,,2006-10-04,09:58:00.000,2,Mercury,-90.0,3,Venus,59.87856655027866,59.87856657422071,2.394205012024031e-08,2475883.258735296,2475883.258744035,8.739065378904343e-06,8/20/2066 18:13:0,2066-08-20 18:12:35,D_Mercury_90,N_Venus_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,-60.0,3,Venus,30.191372288705537,30.19137228338451,5.321027174431947e-09,2465040.4328298215,2465040.4328278797,1.9418075680732727e-06,12/12/2036 22:23:0,2036-12-12 22:23:16,D_Mercury_60,N_Venus_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,0.0,3,Venus,-25.646099769765186,-25.64609977089401,1.128825033447356e-09,2463379.4083604086,2463380.0544605916,0.6461001830175519,5/26/2032 21:48:0,2032-05-27 13:18:26,N_Mercury_0,N_Venus_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,60.0,3,Venus,-88.07674295736638,-88.07674291404126,4.3325115939296666e-08,2486182.6698668404,2486182.593108069,0.07675877120345831,11/1/2094 4:5:0,2094-11-01 02:14:04,S_Mercury_60,N_Venus_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,-90.0,4,Mars,70.92449457542463,70.9244947133621,1.3793746234114224e-07,2479918.9469590494,2479918.0225148215,0.9244442279450595,9/7/2077 10:44:0,2077-09-06 12:32:25,D_Mercury_90,N_Mars_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,-60.0,4,Mars,41.237300313851506,41.23730042252589,1.0867438504646998e-07,2469074.196559,2469074.4338990888,0.23734008893370628,12/29/2047 16:43:0,2047-12-29 22:24:48,D_Mercury_60,N_Mars_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,0.0,4,Mars,-14.600171744619217,-14.60017163175263,1.1286658718745457e-07,2459345.6446312303,2459345.644590034,4.119612276554108e-05,5/11/2021 3:28:0,2021-05-11 03:28:12,N_Mercury_0,N_Mars_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,60.0,4,Mars,-77.03081493222041,-77.03081477489988,1.573205281601986e-07,2482147.8293947047,2482147.8601520574,0.030757352709770203,10/15/2083 7:54:0,2083-10-15 08:38:37,S_Mercury_60,N_Mars_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,-60.0,5,Jupiter,72.3067760708789,72.30677368943495,2.381443948706874e-06,2480422.861986386,2480422.554341088,0.3076452980749309,1/24/2079 8:41:0,2079-01-24 01:18:15,D_Mercury_60,N_Jupiter_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,0.0,5,Jupiter,16.469304012408173,16.469301635156427,2.3772517465658893e-06,2460027.877908973,2460027.8770412765,0.0008676964789628983,3/24/2023 9:4:0,2023-03-24 09:02:56,N_Mercury_0,N_Jupiter_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,60.0,5,Jupiter,-45.96133917519302,-45.961341507990824,2.3327978055931453e-06,2470799.47074339,2470800.432936369,0.9621929791755974,9/18/2052 23:18:0,2052-09-19 22:23:25,S_Mercury_60,N_Jupiter_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,90.0,5,Jupiter,-78.00602966754798,-78.00603201972882,2.3521808429904922e-06,2482504.7827730994,2482504.783631645,0.0008585457690060139,10/6/2084 6:47:0,2084-10-06 06:48:25,S_Mercury_90,N_Jupiter_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,-120.0,6,Saturn,51.52354022328619,51.52357639836245,3.617507626074712e-05,2472831.674125944,2472831.6873298464,0.013203902635723352,4/13/2058 4:11:0,2058-04-13 04:29:45,D_Mercury_120,N_Saturn_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,-90.0,6,Saturn,19.478849730931216,19.478885886624454,3.6155693237560627e-05,2461127.362096234,2461127.375293062,0.013196827843785286,3/27/2026 20:41:0,2026-03-27 21:00:25,D_Mercury_90,N_Saturn_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,-60.0,6,Saturn,-10.20834453064191,-10.20830840421175,3.6126430160265954e-05,2457741.6276981286,2457741.6145119816,0.013186146970838308,12/19/2016 3:4:0,2016-12-19 02:44:54,D_Mercury_60,N_Saturn_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,0.0,6,Saturn,-66.04581658911263,-66.04578045849027,3.613062236240694e-05,2478136.3049994702,2478136.291811793,0.013187677133828402,10/20/2072 19:19:0,2072-10-20 19:00:12,N_Mercury_0,N_Saturn_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,60.0,7,Uranus,70.56929076614057,70.56926157161536,2.919452521155108e-05,2479788.9423648515,2479788.362418084,0.5799467675387859,4/30/2077 10:37:0,2077-04-29 20:41:52,S_Mercury_60,N_Uranus_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,90.0,7,Uranus,38.52460027378561,38.52457105987736,2.9213908248948428e-05,2468084.58564465,2468084.0503812996,0.5352633502334356,4/14/2045 2:3:0,2045-04-13 13:12:32,S_Mercury_90,N_Uranus_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,120.0,7,Uranus,8.837406012212455,8.837376769041157,2.924317129782139e-05,2457241.0725449137,2457240.2244651443,0.8480797694064677,8/6/2015 13:44:0,2015-08-05 17:23:13,S_Mercury_120,N_Uranus_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,60.0,8,Neptune,46.889812780905004,46.8898169975115,4.216606498630426e-06,2471139.3636094746,2471139.365148536,0.0015390613116323948,8/24/2053 20:44:0,2053-08-24 20:45:48,S_Mercury_60,N_Neptune_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,90.0,8,Neptune,14.845122288550044,14.845126485773505,4.1972234612330794e-06,2459435.051579765,2459435.0531117516,0.0015319865196943283,8/8/2021 13:14:0,2021-08-08 13:16:28,S_Mercury_90,N_Neptune_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,120.0,8,Neptune,-14.84207197302311,-14.842067805062698,4.167960412360117e-06,2459433.9382145978,2459433.936693292,0.0015213056467473507,8/7/2021 10:31:0,2021-08-07 10:28:50,S_Mercury_120,N_Neptune_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,0.0,9,Pluto,53.7129622826005,53.712948761634294,1.3520966206215235e-05,2473630.8131775935,2473631.5211912026,0.7080136090517044,6/20/2060 7:31:0,2060-06-21 00:30:30,N_Mercury_0,N_Pluto_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,60.0,9,Pluto,-8.717680905000691,-8.717694381512956,1.347651226524249e-05,2457197.2531556743,2457196.5403936966,0.7127619776874781,6/23/2015 18:5:0,2015-06-23 00:58:10,S_Mercury_60,N_Pluto_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,90.0,9,Pluto,-40.76237139735565,-40.76238489325095,1.3495895302639838e-05,2468901.6098758765,2468900.852430481,0.7574453954584897,7/10/2047 2:38:0,2047-07-09 08:27:29,S_Mercury_90,N_Pluto_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,120.0,9,Pluto,-70.4495656589288,-70.44957918408716,1.35251583515128e-05,2479745.122975612,2479744.6783466362,0.4446289758197963,3/17/2077 14:57:0,2077-03-17 04:16:49,S_Mercury_120,N_Pluto_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,60.0,10,North Node,82.88454414131564,82.8845501108811,5.969565449959191e-06,2484286.440556024,2484286.4427349158,0.0021788915619254112,8/22/2089 22:34:0,2089-08-22 22:37:32,S_Mercury_60,N_North Node_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,90.0,10,North Node,50.839853648960684,50.83985993279657,6.283835887188616e-06,2472582.128526315,2472582.130819915,0.002293599769473076,8/6/2057 15:5:0,2057-08-06 15:08:22,S_Mercury_90,N_North Node_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,120.0,10,North Node,21.15265938738753,21.152666144258035,6.756870504887047e-06,2461738.3026208407,2461738.4577532425,0.15513240173459053,11/28/2027 19:16:0,2027-11-28 22:59:09,S_Mercury_120,N_North Node_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,0.0,24,Asc,-33.601773468739566,-33.60194840491576,0.0001749361761937962,2466285.831034003,2466285.8950606436,0.06402664072811604,5/11/2040 7:57:0,2040-05-11 09:28:53,N_Mercury_0,N_Asc_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,60.0,24,Asc,36.29837030463719,36.29899637461406,0.0006260699768745326,2467270.487105637,2467270.7156211785,0.22851554164662957,1/20/2043 23:41:0,2043-01-21 05:10:29,S_Mercury_60,N_Asc_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,90.0,24,Asc,65.61553636807466,65.61617830801688,0.0006419399422270544,2477978.8682551594,2477979.1032051784,0.23495001904666424,5/16/2072 8:50:0,2072-05-16 14:28:36,S_Mercury_90,N_Asc_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,120.0,24,Asc,89.4150751597409,89.4152886237074,0.00021346396650301358,2486671.08437775,2486671.577580721,0.4932029712945223,3/3/2096 14:2:0,2096-03-04 01:51:42,S_Mercury_120,N_Asc_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,0.0,25,MC,48.858345504068836,48.858350903671976,5.399603139721876e-06,2471857.8780534295,2471857.8800242846,0.001970855053514242,8/13/2055 9:4:0,2055-08-13 09:07:14,N_Mercury_0,N_MC_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,60.0,25,MC,-6.979126554401887,-6.97912122423395,5.330167937245278e-06,2456562.9422633555,2456561.9611912896,0.9810720658861101,9/27/2013 10:37:0,2013-09-26 11:04:06,D_Mercury_60,N_MC_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,90.0,25,MC,-36.66632081597501,-36.66631501277254,5.803202469678581e-06,2467404.789042275,2467404.786924106,0.0021181688643991947,6/4/2043 6:56:0,2043-06-04 06:53:10,D_Mercury_90,N_MC_0
case_0001,,2006-10-04,09:58:00.000,2,Mercury,120.0,25,MC,-68.71101130832999,-68.71100519085705,6.117472935329715e-06,2479109.1010719845,2479109.098839107,0.0022328775376081467,6/20/2075 14:26:0,2075-06-20 14:22:19,D_Mercury_120,N_MC_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,-90.0,0,Sun,94.86824309526367,94.86824300186072,9.340294582216302e-08,2488662.4906742154,2488662.4906401234,3.4091994166374207e-05,8/16/2101 23:47:0,2101-08-16 23:46:31,D_Venus_90,N_Sun_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,-60.0,0,Sun,62.93881509837175,62.93881499216684,1.0620490797919047e-07,2477001.24945535,2477001.249416585,3.876490518450737e-05,9/11/2069 17:59:0,2069-09-11 17:59:09,D_Venus_60,N_Sun_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,0.0,0,Sun,5.652963525426884,5.652963396090229,1.2933665516356996e-07,2456076.913631225,2456077.5665474134,0.65291618835181,5/29/2012 9:56:0,2012-05-30 01:35:50,N_Venus_0,N_Sun_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,60.0,0,Sun,-52.757859949260364,-52.757860050149475,1.0088911039929371e-07,2473282.200825924,2473282.2008627485,3.682449460029602e-05,7/7/2059 16:49:0,2059-07-07 16:49:14,S_Venus_60,N_Sun_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,90.0,0,Sun,-85.13175690473628,-85.13175699813931,9.340303108729131e-08,2485106.673214673,2485106.805005763,0.13179109012708068,11/21/2091 4:9:0,2091-11-21 07:19:12,S_Venus_90,N_Sun_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,60.0,1,Moon,88.24957997194167,88.2495837009941,3.7290524232957978e-06,2486245.9282141747,2486245.6799953072,0.2482188674621284,1/3/2095 10:17:0,2095-01-03 04:19:11,S_Venus_60,N_Moon_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,90.0,1,Moon,55.87568301646576,55.87568675300423,3.7365384741860908e-06,2474421.206245454,2474421.2076092907,0.001363836694508791,8/19/2062 16:57:0,2062-08-19 16:58:57,S_Venus_90,N_Moon_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,120.0,1,Moon,23.94625501957381,23.946258743310352,3.7237365404507727e-06,2462758.9650265886,2462758.9663857524,0.0013591637834906578,9/14/2030 11:10:0,2030-09-14 11:11:35,S_Venus_120,N_Moon_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,-60.0,2,Mercury,82.90687482911451,82.90687473683778,9.227673558598326e-08,2484294.591257071,2484294.59122339,3.368128091096878e-05,8/31/2089 2:11:0,2089-08-31 02:11:21,D_Venus_60,N_Mercury_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,0.0,2,Mercury,25.62102325616965,25.621023140761167,1.1540848277036275e-07,2463370.255432946,2463370.876413963,0.6209810166619718,5/17/2032 18:8:0,2032-05-18 09:02:02,N_Venus_0,N_Mercury_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,60.0,2,Mercury,-32.7898002185176,-32.789800305478536,8.696093800608651e-08,2465988.859024203,2465988.859055944,3.174087032675743e-05,7/19/2039 8:37:0,2039-07-19 08:37:02,S_Venus_60,N_Mercury_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,90.0,2,Mercury,-65.16369717399351,-65.16369725346837,7.94748586940841e-08,2477813.4951101257,2477813.4951392137,2.908799797296524e-05,12/2/2071 23:53:0,2071-12-02 23:53:00,S_Venus_90,N_Mercury_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,120.0,2,Mercury,-97.09312517088546,-97.09312526316225,9.227679242940212e-08,2489474.5726318173,2489474.665790762,0.09315894450992346,11/7/2103 1:45:0,2103-11-07 03:58:44,S_Venus_120,N_Mercury_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,-60.0,4,Mars,68.89237817871407,68.89237817461742,4.096648353879573e-09,2479175.2999796746,2479175.2999781794,1.4952383935451508e-06,8/25/2075 19:12:0,2075-08-25 19:11:58,D_Venus_60,N_Mars_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,0.0,4,Mars,11.606526605769204,11.606526578540809,2.7228395538259065e-08,2458251.96415555,2458251.9641456115,9.938608855009079e-06,5/13/2018 11:8:0,2018-05-13 11:08:22,N_Venus_0,N_Mars_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,60.0,4,Mars,-46.804296868918044,-46.804296867698895,1.21914922601718e-09,2471108.1503015994,2471108.1503011542,4.4517219066619873e-07,7/24/2053 15:36:0,2053-07-24 15:36:26,S_Venus_60,N_Mars_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,90.0,4,Mars,-79.17819382439396,-79.17819381568873,8.705228538019583e-09,2482932.8008841723,2482932.6226871707,0.17819700157269835,12/8/2085 7:13:0,2085-12-08 02:56:40,S_Venus_90,N_Mars_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,-60.0,5,Jupiter,99.96185393574146,99.96185144152645,2.494215010528933e-06,2490523.620484926,2490522.657720601,0.9627643246203661,9/21/2106 2:53:0,2106-09-20 03:47:07,D_Venus_60,N_Jupiter_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,0.0,5,Jupiter,42.676002362796595,42.675999845449866,2.517346729291603e-06,2469600.322806865,2469600.3218880333,0.0009188316762447357,6/7/2049 19:45:0,2049-06-07 19:43:31,N_Venus_0,N_Jupiter_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,60.0,5,Jupiter,-15.734821111890653,-15.734823600789838,2.4888991845273267e-06,2459760.526471396,2459759.7925587324,0.7339126635342836,6/30/2022 0:38:0,2022-06-29 07:01:17,S_Venus_60,N_Jupiter_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,90.0,5,Jupiter,-48.10871806736657,-48.10872054877967,2.4814131052153243e-06,2471584.264039033,2471584.264944749,0.0009057158604264259,11/12/2054 18:20:0,2054-11-12 18:21:31,S_Venus_90,N_Jupiter_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,120.0,5,Jupiter,-80.03814606425851,-80.03814855847355,2.4942150389506423e-06,2483246.5052578985,2483246.5061682872,0.0009103887714445591,10/18/2086 0:8:0,2086-10-18 00:08:52,S_Venus_120,N_Jupiter_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,-120.0,6,Saturn,81.75005828658853,81.75009430556344,3.601897491023465e-05,2483872.103277336,2483872.1164602805,0.013182944618165493,7/4/2088 14:29:0,2088-07-04 14:47:42,D_Venus_120,N_Saturn_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,-90.0,6,Saturn,49.37616133111257,49.37619735757369,3.602646111744434e-05,2472047.2569916314,2472047.2701773164,0.013185685034841299,2/18/2056 18:10:0,2056-02-18 18:29:03,D_Venus_90,N_Saturn_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,-60.0,6,Saturn,17.446733334220653,17.44676934787975,3.6013659098443895e-05,2460385.0863447688,2460385.0995257683,0.013180999550968409,3/15/2024 14:4:0,2024-03-15 14:23:18,D_Venus_60,N_Saturn_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,0.0,6,Saturn,-39.83911823872421,-39.83908224819683,3.5990527379681225e-05,2468563.8601015788,2468563.846965036,0.013136542867869139,8/6/2046 8:39:0,2046-08-06 08:19:37,N_Venus_0,N_Saturn_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,60.0,6,Saturn,-98.24994171341146,-98.24990569443653,3.60189749244455e-05,2489897.8106698394,2489897.7975229137,0.01314692571759224,1/3/2105 7:27:0,2105-01-03 07:08:25,S_Venus_60,N_Saturn_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,90.0,7,Uranus,68.42191187396702,68.42188253082651,2.934314051117326e-05,2479003.579778442,2479003.5690681958,0.0107102463953197,3/7/2075 1:55:0,2075-03-07 01:39:27,S_Venus_90,N_Uranus_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,120.0,7,Uranus,36.492483877075074,36.49245452113263,2.9355942444908578e-05,2467341.338559577,2467341.3278446575,0.010714919306337833,4/1/2043 20:8:0,2043-04-01 19:52:05,S_Venus_120,N_Uranus_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,60.0,8,Neptune,77.11633084420737,77.11633490471252,4.060505148117954e-06,2482179.04270258,2482179.160519569,0.11781698931008577,11/15/2083 13:1:0,2083-11-15 15:51:08,S_Venus_60,N_Neptune_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,90.0,8,Neptune,44.742433888731455,44.742437956722654,4.067991199008247e-06,2470354.5703138313,2470354.5717986478,0.0014848164282739162,7/2/2051 1:41:0,2051-07-02 01:43:23,S_Venus_90,N_Neptune_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,120.0,8,Neptune,12.81300589183951,12.813009947028775,4.055189265272929e-06,2458692.3290949655,2458692.33057511,0.0014801444485783577,7/27/2019 19:54:0,2019-07-27 19:56:01,S_Venus_120,N_Neptune_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,0.0,9,Pluto,79.91966063298892,79.9196469719277,1.3661061217362658e-05,2483204.177736118,2483203.253089198,0.9246469200588763,9/5/2086 16:16:0,2086-09-04 18:04:26,N_Venus_0,N_Pluto_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,60.0,9,Pluto,21.508837158301674,21.50882352568803,1.3632613644176672e-05,2461868.3075072244,2461868.811354846,0.5038476218469441,4/6/2028 19:23:0,2028-04-07 07:28:20,S_Venus_60,N_Pluto_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,90.0,9,Pluto,-10.86505979717424,-10.865073422301805,1.362512756486467e-05,2457981.3287704126,2457981.3337435843,0.00497317174449563,8/15/2017 19:53:0,2017-08-15 20:00:35,S_Venus_90,N_Pluto_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,120.0,9,Pluto,-42.794487794066185,-42.794501431995684,1.3637929498599988e-05,2469643.5699892784,2469643.5749671226,0.004977844189852476,7/21/2049 1:41:0,2049-07-21 01:47:57,S_Venus_120,N_Pluto_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,90.0,10,North Node,80.7371652491421,80.73717168266597,6.433523878968117e-06,2483501.647260381,2483501.649608617,0.0023482362739741802,6/30/2087 3:32:0,2087-06-30 03:35:26,S_Venus_90,N_North Node_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,120.0,10,North Node,48.80773725225015,48.80774400204854,6.749798387772898e-06,2471839.4060415155,2471839.408505192,0.0024636765010654926,7/25/2055 21:45:0,2055-07-25 21:48:14,S_Venus_120,N_North Node_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,0.0,24,Asc,-66.2616415832176,-66.26196922786073,0.00032764464313572716,2478215.0811223187,2478215.2007126133,0.11959029454737902,1/7/2073 13:57:0,2073-01-07 16:49:01,N_Venus_0,N_Asc_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,60.0,24,Asc,4.372273110841888,4.372506345379378,0.00023323453748957945,2455609.4616299015,2455609.546760508,0.08513060631230474,2/16/2011 23:5:0,2011-02-17 01:07:20,S_Venus_60,N_Asc_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,90.0,24,Asc,38.40649049149087,38.407133350308385,0.0006428588175140248,2468041.35746433,2468041.1856173067,0.17184702306985855,3/1/2045 20:35:0,2045-03-01 16:27:17,S_Venus_90,N_Asc_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,120.0,24,Asc,67.33170803610264,67.33233251111213,0.0006244750094879237,2478605.6553776218,2478605.883311,0.22793337842449546,2/2/2074 3:44:0,2074-02-02 09:11:58,S_Venus_120,N_Asc_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,0.0,25,MC,22.651647153680415,22.651651923214928,4.769534513116014e-06,2462287.0848026914,2462286.434896418,0.6499062734656036,5/30/2029 14:2:0,2029-05-29 22:26:15,N_Venus_0,N_MC_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,60.0,25,MC,-34.63420441926445,-34.63419908202445,5.337239997516008e-06,2466663.066557476,2466663.0646093832,0.0019480925984680653,5/23/2041 13:36:0,2041-05-23 13:33:02,D_Venus_60,N_MC_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,60.0,25,MC,81.06247062836766,81.06247609909451,5.470726847534024e-06,2483620.4461944266,2483620.448196713,0.00200228625908494,10/26/2087 22:43:0,2087-10-26 22:45:24,S_Venus_60,N_MC_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,90.0,25,MC,-66.56363241615637,-66.56362676264195,5.653514421055661e-06,2478325.307776341,2478325.3057128084,0.0020635328255593777,4/27/2073 19:23:0,2073-04-27 19:20:13,D_Venus_90,N_MC_0
case_0001,,2006-10-04,09:58:00.000,3,Venus,120.0,25,MC,-98.93752937163232,-98.93752390090549,5.4707268333231696e-06,2490148.78016509,2490148.7781682746,0.0019968156702816486,9/11/2105 6:43:0,2105-09-11 06:40:33,D_Venus_120,N_MC_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,-90.0,0,Sun,81.51203088947007,81.51203073287638,1.5659368557408015e-07,2483784.98524999,2483784.985192677,5.731312558054924e-05,4/8/2088 11:39:0,2088-04-08 11:38:40,D_Mars_90,N_Sun_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,-60.0,0,Sun,50.483583395765294,50.48358322643324,1.6933205415625707e-07,2472452.0898838984,2472452.0898220926,6.180582568049431e-05,3/29/2057 14:9:0,2057-03-29 14:09:20,D_Mars_60,N_Sun_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,0.0,0,Sun,-5.74010808402025,-5.74010826285658,1.7883633063320303e-07,2456108.7213951116,2456109.46156865,0.7401735382154584,6/30/2012 5:19:0,2012-06-30 23:04:40,N_Mars_0,N_Sun_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,60.0,0,Sun,-65.93382825149718,-65.93382840711959,1.5562241628686024e-07,2478095.3630844923,2478095.36314145,5.6957826018333435e-05,9/9/2072 20:43:0,2072-09-09 20:42:55,S_Mars_60,N_Sun_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,90.0,0,Sun,-98.48796911052995,-98.48796926712359,1.56593642941516e-07,2489984.6906697876,2489984.6907269442,5.715666338801384e-05,3/31/2105 4:35:0,2105-03-31 04:34:38,S_Mars_90,N_Sun_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,60.0,1,Moon,75.07361166970486,75.07361534402395,3.674319088986522e-06,2481433.4502038867,2481433.451545013,0.0013411263935267925,10/30/2081 22:48:0,2081-10-30 22:50:13,S_Mars_60,N_Moon_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,90.0,1,Moon,42.51947081067209,42.51947448401995,3.673347862331866e-06,2469543.1887903395,2469543.1901311115,0.0013407720252871513,4/11/2049 16:32:0,2049-04-11 16:33:47,S_Mars_90,N_Moon_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,120.0,1,Moon,11.491023316967357,11.49102697757678,3.6606094226954156e-06,2458209.8054551375,2458209.80679126,0.0013361223973333836,4/1/2018 7:20:0,2018-04-01 07:21:46,S_Mars_120,N_Moon_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,-60.0,2,Mercury,70.45164312650806,70.45164297110418,1.5540388176304987e-07,2479745.883328746,2479745.4316288973,0.4516998487524688,3/18/2077 9:12:0,2077-03-17 22:21:32,D_Mars_60,N_Mercury_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,0.0,2,Mercury,14.227951646722516,14.227951481814358,1.6490815823999583e-07,2459209.784295498,2459209.7842353065,6.0191377997398376e-05,12/26/2020 6:49:0,2020-12-26 06:49:18,N_Mars_0,N_Mercury_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,60.0,2,Mercury,-45.96576852075441,-45.96576866244865,1.4169424389365304e-07,2470801.0874545197,2470802.0532749007,0.9658203809522092,9/20/2052 14:6:0,2052-09-21 13:16:42,S_Mars_60,N_Mercury_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,90.0,2,Mercury,-78.51990937978718,-78.51990952245265,1.426654705483088e-07,2482692.3488680664,2482692.3489201395,5.207303911447525e-05,4/11/2085 20:22:0,2085-04-11 20:22:26,S_Mars_90,N_Mercury_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,-90.0,3,Venus,76.41966594466642,76.41966577618552,1.6848089501309005e-07,2481924.7600142476,2481924.759952752,6.149569526314735e-05,3/6/2083 6:14:0,2083-03-06 06:14:19,D_Mars_90,N_Venus_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,-60.0,3,Venus,45.391218450961645,45.39121826974244,1.812192067518481e-07,2470591.376679045,2470591.76783117,0.39115212485194206,2/23/2052 21:2:0,2052-02-24 06:25:40,D_Mars_60,N_Venus_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,0.0,3,Venus,-10.832473028823898,-10.832473219547381,1.9072348322879407e-07,2457969.434599965,2457969.434669579,6.961403414607048e-05,8/3/2017 22:26:0,2017-08-03 22:25:55,N_Mars_0,N_Venus_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,60.0,3,Venus,-71.02619319630082,-71.02619336381039,1.6750956888245128e-07,2479955.142461094,2479955.142522235,6.114086136221886e-05,10/13/2077 15:25:0,2077-10-13 15:25:13,S_Mars_60,N_Venus_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,-60.0,5,Jupiter,87.506622233135,87.50661967579288,2.55734212828429e-06,2485974.4990595384,2485974.4981261087,0.000933429691940546,4/6/2094 23:59:0,2094-04-06 23:57:18,D_Mars_60,N_Jupiter_0
case_0001,,2006-10-04,09:58:00.000,4,Mars,0.0,5,Jupiter,31.28293075334946,31.282928186503057,2.566846404761236e-06,2465439.13460017,2465438.850732518,0.28386765206232667,1/15/2038 15:14:0,2038-01-15 08:25:03,N_Mars_0,N_Jupiter_0
